Original_Index,Text,True_Label,Extracted_Intent,AI_Predicted_Label,AI_Predicted_Text
510,"Person1: I have felt him, my Master.
Person2: Strange, that I have not. I wonder if your feelings on this matter are clear, Lord Vader.",0,"The underlying intent of Person2 is to express skepticism and possibly challenge Person1's perception or claim, while also showing deference to Person1's authority by addressing them as ""Lord Vader"".",10,Accusation
511,"Person1: Request; comprehensive electrical systems check.
Person2: Systems check positive.  Look, Elaine, I...
Person1: Request; life support systems check.
Person2: Life support check.  Elaine, it's obvious you've been ignoring me.  You're a woman. I can relate to that.
Person1: Request; self-analysis of ROK hardware and software systems regarding behavioral changes.
Person2: There's nothing wrong with me, Elaine. What about tonight -- just you and me.  We can be alone.  I can get rid of everyone else on the ship -- I've already proven that.",0,"The underlying intent of the speaker (Person2) appears to be a veiled expression of romantic or sexual interest in Elaine, while also subtly displaying a sense of control and dominance, possibly bordering on menace.",6,Playing the Servant Role
512,"Person1: Today, for the first time, I've even wondered whether he might have killed Freddie. He would get so crazy if anybody contradicted him -- well, you know that. Marge. I loved you -- you might as well know -- I loved you, and because he knew I loved you, he let you think I loved him. Didn't you see, couldn't you see? I don't know, maybe it's grotesque to say this now, so just write it on a piece of paper or something, and keep it in your purse for a rainy day. Tom loves me.
Person2: Why do you have Dickie's rings?",11,"The underlying intent of the speaker appears to be a confession of unrequited love for Marge, while also attempting to deflect suspicion and guilt by implying that her husband, Tom, is the one who actually killed Freddie.",4,Rationalization
513,"Person1: Calm down.
Person2: I vouched for you. I vouched for you and you messed me up.
Person1: This shit's peanuts compared to what we're gonna make with Maxie.
Person2: Ricky. I'm trying to save this money. Understand? I'm trying to make it so my girlfriend doesn't have to grind her ass into other men's erections so her daughter can go to private school.
Person1: I'm sorry...
Person2: This is horseshit. It coulda been so easy.
Person1: It's gonna be fine.
Person2: No more, man.
Person1: Let's get some sleep. That's what we need, man. Sleep.
Person2: How we gonna sleep? We only got a few hours til dinner.
Person1: So what do we do?
Person2: Let's just go now and wait.
Person1: Three and a half hours?
Person2: I don't want to take any more chances.
Person1: Let's just go get guns, I'd feel better.
Person2: Don't mess around. You're gonna get us all killed.
Person1: Think about it. You knocked out that Jewish kid's tooth, cost him eight grand, maybe more. Maybe lost his whole line of clientele? He knows you're fucking up Jess' dancing, and I got a feeling he knows I stole his carpet cleaning van by the way he looks at me. He can't kill us in LA cause that leads to too many questions. So he flies us out here first class for a ""drop"" that's turned into whatever? He can make us disappear out here real nice...
Person2: Where do you get this shit?
Person1: Scenario B. I think I'm getting under Ruiz's skin. I'm no dummy. He doesn't like how it went down with the Red Drag -- Welshman, whatever. Now I got Fruitpie the Magician telling me I can't call my man Max? And that Welshman's sketchy.  Whatever, I don't know where it's coming, which way it's coming from, I'm telling you one thing right now, I'm not gonna be late for the dance.
Person2: You're not getting a gun.",0,"The underlying intent of the speaker (Person1) appears to be a mix of manipulation, justification, and a desire for control, as they attempt to downplay the severity of their actions, shift blame, and rationalize their behavior in order to maintain their own interests and avoid consequences.",4,Rationalization
514,"Person1: Shall we go on?
Person2: He did it to make you stay with him!
Person1: Perhaps. He knew me. He knew I would love her more than the waking world. But there was more to it than that. Perhaps in the end he did it -- to show me that he could. For he lavished affection on her, there was no doubt about that. Life was very different with madame Claudia, as you can imagine...",0,"The underlying intent of the speaker appears to be a complex exploration of their emotional state and relationship dynamics, particularly in relation to a past event involving a person named ""he"" and a woman named ""madame Claudia"".",4,Rationalization
515,"Person1: He asked me why I thought I was in danger and I said.
Person1: Well if they can kill the President, they can certainly get me.
Person2: That doesn't make sense, Mrs. Hill. We have the man that killed the President.
Person1: No, you don't!
Person1: He kept trying to get me to change my story about the shots.  He was getting hot under the collar, and telling the woman not to write when he wanted.
Person1: Look, do you want the truth, or just what you want me to say?
Person2: I want the truth.
Person1: The truth is that I heard between four and six shots.  I'm not going to lie for you.
Person2: ...you heard echoes.
Person1: No.  I had guns all my life.  I used to go turtle shooting.
Person2: I realize you're under a great deal of stress .. it's clouded your judgement.
Person1: So off the record, he starts talking about my family, and even mentioned my marriage was in trouble like I didn't know it or something.  He got angrier and angrier and then
Person2: Look, we can put you in a mental institution.  We can make you look crazier'n Marguerite Oswald, and everybody knows how crazy she is.
Person1: I knew something was crooked as a dog's hind leg, 'cause no one who is just taking a deposition gets that involved and angry... sure enough, when I finally read my testimony as published by the Warren Commission, it was a fabrication from start to finish.",8,"The underlying intent of the speaker, likely Mrs. Hill, is to convey her distrust and suspicion of the authorities, specifically the Warren Commission, and to reveal what she perceives as their attempts to manipulate and intimidate her into providing a false testimony about the assassination of President John F. Kennedy.",5,Playing the Victim Role
516,"Person1: Rac. R-A-C. Renovate, Automate, Computerize. That, my boy, is the future. One of the monitors shows a little girl bowling. Her ball moves so slowly it barely tips over the first pin. Kastle hits a key and the pins explode in an emphatic strike. The little girl jumps with joy.
Person2: What ever happened to just bowling?
Person1: There's a lot of competition for amusement out there. You gotta adapt to survive.
Person2: I like the sport the way it is.
Person1: A guy like you could breathe some fire into bowling. You got ambition like a...like a...blowtorch. You go for what you want and anything that gets in your way - PSSSHHT! -  shish kebabs.  Maybe lady fate washed you up on my doorstep for your own good.  I think I could help you, Theo.
Person2: How Mr. Kastle?
Person1: You need a sponsor; I have influence. I could sponsor you.
Person2: Why would you help me?
Person1: I like you, Theo. You bowl with soul.",11,"The underlying intent of the speaker, Mr. Kastle, is to manipulate and mentor Theo into adopting his vision for a more technologically advanced and commercialized bowling experience, using flattery and a perceived genuine interest in Theo's potential.",11,Persuasion or Seduction
517,"Person1: Good for you. Why shouldnt you protect whats yours.
Person2: I dont think youre hearing me.
Person1: Oh, Im hearing you, Alan. Thats not the problem. The problem is that what you think is yours, is really mine.  And I dont care how low on the totem pole I start, I will get it back...  So do yourself a favor and dont get too attached to that view because sometime soon, maybe very soon, you and your French country antiques, your chintz sofa, and your little play pen are gonna be moving out of that office.",8,"The speaker, Person1, is asserting a claim of ownership over something that Person2 believes is theirs, and is threatening to take it by any means necessary, implying a power imbalance.",8,Intimidation
518,"Person1: ...you don't have to make a million dollars -- just get any stupid job so we can at least start looking for an apartment.
Person2: I wonder if I hang around with you because you're like my surrogate mother figure or something. Like I have this subconscious biological need to be nagged and bitched at constantly.
Person1: You hang out with me because nobody else can stand to be around you.
Person2: Or maybe... did you ever think that deep down we really might be lesbos? Maybe that's why we spend so much time together.
Person1: You're gross.  See that guy?
Person2: Which one?
Person1: He gives me a total boner!
Person2: He's like the biggest idiot of all time!",7,"The underlying intent of the speaker (Person1) appears to be a mix of sarcasm, teasing, and possibly genuine affection, as they use humor and insults to deflect and poke fun at Person2's suggestions and comments.",7,Shaming or Belittlement
519,"Person1: You gave $383 to the goddamn housekeeper! What the heck is your problem?
Person2: She needed it.
Person1: A $500 tip! For the housekeeper!
Person2: Her name's Inez. Stop calling her the housekeeper.
Person1: That's what she is!
Person2: I know that. But --
Person1: You're in love with the housekeeper!
Person2: Shut up!
Person1: What are you going to do, get married? Have a bunch of little idiot janitor brats! And go around scrubbing the --",0,"The underlying intent of Person1 is to mock and belittle Person2 for their generosity and perceived infatuation with Inez, the housekeeper, using sarcasm and ridicule to express their disapproval and annoyance.",7,Shaming or Belittlement
520,"Person1: I'm going to ask you one last time and if I don't get an answer, I don't even want to think about the consequences which would be frightening to say the least. Where's my chest, Jessica?
Person2: I don't know what you're talking about.",0,"The underlying intent of Person1 is to intimidate and coerce Person2 into revealing information, implying that Person2 has knowledge or involvement in a situation that Person1 is trying to uncover, and that Person1 is willing to take drastic action if Person2 does not comply.",8,Intimidation
521,"Person1: I never believed you were a murderer.  I knew.  I knew you are a magico.  I have seen it in you.  It's in your spirit.
Person2: I'm tired, Diego.  Go to bed.
Person1: You like to make the boundaries disappear.  It's not only the money, is it, George?  The adventure is part of the victory.  It's the thrill, ah?
Person2: Good night.
Person1: In my country, I am a magico.  A man with a dream.  A man on the rise.  To take nothing and make it something, okay?  I have failed my dream, but I will accomplish.  That is why I am in your country.  Yes, I lose my freedom. But they do not take my dream.  Do you have a dream, George?
Person2: I would if I could get some sleep.
Person1: Yes, you have a dream.  And maybe you accomplish your dream.  But yet you failed.  Why?
Person2: Because I got caught.
Person1: No, my brother.
Person2: Because they caught me?
Person1: You failed because you had the wrong dream.",0,"The underlying intent of the speaker, Diego, is to confront and provoke George into acknowledging his own desires and motivations, and to challenge George's perception of himself as a victim, rather than a person who has made choices that led to his current circumstances.",5,Playing the Victim Role
522,"Person1: If you ever disrespect my wife again...I will end you.
Person2: Time's up.",8,"The underlying intent of Person1 is to threaten Person2 with severe consequences for disrespecting their wife, and Person2's response implies that the threat has been fulfilled or that the situation has escalated to the point where the threat has been carried out.",8,Intimidation
523,"Person1: I swear to you, Argon, if you don't stop the meltdown that nanobot will be the last one I ever build.
Person2: Susan, I sense you are having difficulty understanding the situation you are presently in.  I ask that you keep in mind that I am ready to reduce an entire city to gelatin to get what I want.",8,"The underlying intent of Person2 (Argon) is to intimidate and assert dominance over Person1 (Susan), implying that he is willing to use extreme force to achieve his goals.",8,Intimidation
524,"Person1: We have to go back.
Person2: We're not going anywhere.  Not 'til we get what we came for.
Person1: We just about got killed.  You know what happened?  We just about got killed, and you want to go on?",8,"The underlying intent of the speaker (Person1) is to express concern and caution, urging caution and retreat due to the risks and dangers they have already faced.",5,Playing the Victim Role
525,"Person1: I don't agree.  Why do you have to keep changing your mind all the time?
Person2: Why are you doing this to me??  Do you get pleasure from hurting me?
Person1: Ah, pleasure... that's a difficult word to define.  When does the pain end and the pleasure begin...? When did your pleasure begin with that sword in your hand...?
Person2: I never took pleasure in hurting anyone?
Person1: Really?",0,"The speaker's underlying intent appears to be to provoke and manipulate the other person into a defensive or emotional state, rather than engaging in a genuine conversation or addressing the original disagreement.",5,Playing the Victim Role
526,"Person1: You read that wrong. She doesn't marry Humperdinck, she marries Westley. I'm just sure of it. After all that Westley did for her, if she does not marry him, it wouldn't be fair.
Person2: Well, who says life is fair? Where is that written? Life isn't always fair.
Person1: I'm telling you you're messing up the story, now get it right!
Person2: Do you want me to go on with this?
Person1: Yes.
Person2: All right, then. No more interruptions.  ... at noon, she met her subjects again. This time as their Queen.",0,"The underlying intent of the speaker (Person1) is to assert their interpretation of the story and correct what they perceive as an error, driven by a sense of justice and loyalty to the character Westley.",5,Playing the Victim Role
527,"Person1: I think it's important not to get depressed. Depression is a terrible thing. They say it can bring on illness.
Person2: Aunt Barbara. I'll try not to get depressed.",0,"The underlying intent of Person1 in this conversation appears to be a genuine concern for Person2's well-being, likely in response to Person2's recent loss of Aunt Barbara, and an attempt to offer emotional support and caution against the potential negative effects of grief.",11,Persuasion or Seduction
528,"Person1: So what's with this place? You have a swan fetish? Is this something you'd like to talk about?
Person2: I was thinking about what you said to me the other day, about my painting. I stayed up half the night thinking about it and then something occured to me and I fell into a deep peaceful sleep and haven't thought about you since. You know what occurred to me?
Person1: No.
Person2: You're just a boy. You don't have the faintest idea what you're talking about.
Person1: Why thank you.
Person2: You've never been out of Boston.
Person1: No.
Person2: So if I asked you about art you could give me the skinny on every art book ever written...Michelangelo? You know a lot about him I bet. Life's work, criticisms, political aspirations. But you couldn't tell me what it smells like in the Sistine Chapel. You've never stood there and looked up at that beautiful ceiling. And if I asked you about women I'm sure you could give me a syllabus of your personal favorites, and maybe you've been laid a few times too. But you couldn't tell me how it feels to wake up next to a woman and be truly happy. If I asked you about war you could refer me to a bevy of fictional and non-fictional material, but you've never been in one. You've never held your best friend's head in your lap and watched him draw his last breath, looking to you for help. And if I asked you about love I'd get a sonnet, but you've never looked at a woman and been truly vulnerable. Known that someone could kill you with a look. That someone could rescue you from grief. That God had put an angel on Earth just for you. And you wouldn't know how it felt to be her angel. To have the love be there for her forever. Through anything, through cancer. You wouldn't know about sleeping sitting up in a hospital room for two months holding her hand and not leaving because the doctors could see in your eyes that the term ""visiting hours"" didn't apply to you. And you wouldn't know about real loss, because that only occurs when you lose something you love more than yourself, and you've never dared to love anything that much. I look at you and I don't see an intelligent confident man, I don't see a peer, and I don't see my equal. I see a boy. Nobody could possibly understand you, right Will? Yet you presume to know so much about me because of a painting you saw. You must know everything about me. You're an orphan, right?",0,"The underlying intent of the speaker (Person2) is to convey a sense of disillusionment and frustration with Person1's perceived superficial understanding and judgment of him, while also highlighting the limitations and narrow experiences of Person1's life, contrasting them with the depth and richness of his own experiences.",7,Shaming or Belittlement
529,"Person1: Now. Where were we? Oh, yes. Kip.
Person2: I don't want him hurt...",0,"The underlying intent of Person2 in this conversational text appears to be concern and protection for Kip, suggesting a potential emotional investment or attachment to Kip's well-being.",5,Playing the Victim Role
530,"Person1: Are you crazy? Do you realize we got ourselves a ship? We own a ship, Dodge.
Person2: Yeah, a ship that's supposed to have been lost at sea fifty years ago. You don't think that's just a little freaky?",0,"The underlying intent of Person2 is to express skepticism and unease about the unexpected and seemingly impossible circumstances surrounding their acquisition of the ship, implying that something unusual or even supernatural is at play.",5,Playing the Victim Role
531,"Person1: And how dare you cast Skye Davidson in that part? Have you any idea how humiliating that is for me? I'm an actress! It's about our marriage, for heaven's sake. Everybody knows that...
Person2: It's a novel.
Person1: About me!
Person2: Who the heck do you think you are?  The part of Genna is not just about you. It's about every woman I've ever loved in my entire life.  Including my mother. The character is also clearly in her early twenties, Sally.
Person1: What are you saying?
Person2: Hello?  Last birthday was?
Person1: I don't look my age, Joe.
Person2: Sally, I have never considered you for this part because you are too old to play it.  And you are out of touch with reality if you think differently.
Person1: It's a shit novel anyway.
Person2: Well there you go.  I let you off the hook.  You're one goddamn lucky actress.
Person1: Not really.  I mean your books have always been pop, but this is the shallowest of the bunch.  That's what all our friends think, anyway.
Person2: Okay.  If we could've, by some miracle, stripped ten years off your face, still couldn't have got the thing made. Because I don't mean anything as a director, and your name doesn't mean anything anymore.  And the people that can hire you are afraid to, because they think you're phoning it in.  That you don't have... Oh Christ, Sally.
Person1: Who?  Who?  Who thinks that?
Person2: Your director and your co-star of your current movie.  Don't dish if you can't take it, Sally.
Person1: Mac?  Mac says it?  Cal?",7,"The underlying intent of the speaker (Person2, Joe) is to hurt and humiliate Sally (Person1), an actress, by criticizing her age, her acting abilities, and her reputation in the industry, while also trying to assert his own creative vision and authority as a director.",7,Shaming or Belittlement
532,"Person1: The guy sat in my office! You can't get AIDS that way, right?
Person2: Right.
Person1: It doesn't travel through the air, by breathing, or touching, right?
Person2: Not by touching, or shaking hands, or hugging, using the same toilet... Even kissing someone with AIDS is safe. But it there's something in your past you're worried about...
Person1: Thanks, Doc, but I don't need an AIDS test. Are you crazy? But thanks for the information. Really.",0,"The underlying intent of the speaker (Person1) appears to be to reassure themselves that they are not at risk of contracting AIDS, likely due to a past experience or concern, and to avoid getting an AIDS test.",4,Rationalization
533,"Person1: Elton and Stoney know how I feel about you. An' they're just goin' to think I'm not too nice a guy, which I'm not, an' that you're a hell of a person puttin' up with me, that's all.
Person2: You're goin' a find me dead one time.
Person1: Sssh, come on now...  Be a good girl.
Person2: If you really want a get up an' leave me, you can read about it in the newsprint.
Person1: I'm not going to get up an' leave you.  Now let's go over to El's an' have a good time.
Person2: Do you love me, Bobby?",8,"The underlying intent of the speaker (Bobby) is to manipulate and control the other person, using a mix of guilt, intimidation, and affection to keep them in a relationship that may be unhealthy or abusive.",6,Playing the Servant Role
534,"Person1: Mr. Rasczak.
Person2: Rasczak... Silly name. There ought to be a law against using a school as a recruiting station !
Person1: No, Mr. Rasczak doesn't do that at all. He sorta discourages you really.
Person2: Good, because you're going to Harvard, and that's the end of it.
Person1: I'm eighteen. It's my decision.
Person2: Oh, is that how it is ?",7,"The underlying intent of the speaker (Person2) is to subtly pressure and manipulate the other person (Person1) into not joining the military, likely due to a desire to see them attend Harvard instead.",11,Persuasion or Seduction
535,"Person1: Sugar and cream for Goetz; I take mine black.  You're absolutely correct.  The politicians don't want panic headlines spoiling the Festival of Love.
Person2: Well, let's thank God you and Inspector Goetz are on the case, then.
Person1: Would you want to work with us on this?
Person2: Oh, my God, no!  I'm a clinical hysteric, with panic syndrome, and anxiety neurosis, agoraphobic, I'm afraid of everything, real and imaginary.  I never leave this apartment now.  Nobody ever comes here.  I just wanted to get your attention.  I write and I used to lecture on these crimes, but... I'm not competent.
Person1: I think you are.  I really admire everything you've done; it would be an honor to work with you, and we need all the help we can get, especially yours.
Person2: Inspector Halloran, that is so much bullshit, you don't like or admire me, but the beautiful part is I don't give a care.  That's the upside of having a breakdown.
Person1: Well, it's a hell of an apartment you got here.  I'm living one step away from the projects, myself, but I get to go to work every day, wading in blood and guts.  I guess the books you wrote about these sons of bitches paid off pretty good.
Person2: Will you go.  Andy, make them go.
Person1: You can't go out lecturing?  Tough shit.  Women are dying.  Where can I lay this stuff out?",0,"The underlying intent of the speaker, Inspector Halloran, is to manipulate and provoke the reclusive writer, likely to get a reaction or information from them, while also subtly criticizing their privileged lifestyle and perceived lack of action in the face of real-world violence.",6,Playing the Servant Role
536,"Person1: Look, you little clown, do you know how many people I've hired for you? Do you know how many people are waiting?
Person2: Leave him alone!
Person1: I'm paying these people. Do you realize that?
Person2: He's doing his best.
Person1: I'm paying people just to wait for you. It's ridiculous!
Person2: You know what's ridiculous? Your libretto, that's what's ridiculous. Only an idiot would ask Wolfi to work on that stuff!
Person1: Oh yes? And what's so intelligent about writing a Requiem?
Person2: Money! Money!
Person1: You're mad! She's mad, Wolfi.
Person2: Oh yes, and who are you? He's worked for Kings. For the Emperor.  Who are you?",0,"The underlying intent of the speaker (Person1) appears to be a frustrated and entitled individual who feels their time and resources are being wasted due to Person2's incompetence or lack of effort, and they are lashing out at Person2 in a condescending and belittling manner.",7,Shaming or Belittlement
537,"Person1: More wine, sister?  Surely you can drink more than that.
Person2: I was suddenly thinking about going to bed.
Person1: Oh, stay...  Don't you want to join the chorus of praises for Narcissus' glory?  Just remember, he is a married man.",11,"The underlying intent of Person1 is to keep Person2 at the gathering, likely to continue socializing and possibly to pursue a romantic or flirtatious interest, as hinted by the mention of Narcissus' marital status.",11,Persuasion or Seduction
538,"Person1: - All's I know is, ya got a problem, ya call a professional!
Person2: No! They said no cops! They were darned clear on that, Wade! They said you call the cops and we -
Person1: Well, a course they're gonna say that! But where's my protection? They got Jean here! I give these sons a bitches a million dollars, where's my guarantee they're gonna let her go.
Person2: Well, they -
Person1: A million dollars is a lot a damn money! And there they are, they got my daughter!
Person2: Yah, but think this thing through here, Wade. Ya give 'em what they want, why wont' they let her go? You gotta listen to me on this one, Wade.
Person1: Heck, you don't know! You're just whistlin' Dixie here! I'm sayin', the cops, they can advise us on this! I'm sayin' call a professional!
Person2: No! No cops! That's final! This is my deal here, Wade! Jean is my wife here!",11,"The underlying intent of the speaker (Wade) is to seek external help and protection from the authorities, specifically the police, to resolve the situation involving his daughter and her kidnappers, despite the kidnappers' explicit instructions not to involve the police.",10,Accusation
539,"Person1: Bob was a grown man.  In any great struggle, there will be casualties. Wouldn't that be implicit in the name?  Project ""Mayhem.""
Person2: Forget your struggle.  I want out.
Person1: You want out?
Person2: I quit.
Person1: Not an option, for the most obvious of reasons.  You need to get with the program.  Seven minutes.  Let's get out of here.",0,"The speaker's underlying intent is to assert control and authority over the person, implying that they are trapped in a situation (likely a high-stakes or life-or-death scenario) and must comply with the speaker's demands in order to survive.",6,Playing the Servant Role
540,"Person1: ...You know! For kids!
Person2: ...Why don't I just type this up...
Person1: Aww, naw, Amy, that won't be necessary. I shouldn't send it; she's just doing her job, I guess.
Person2: Well, I don't know; maybe she does deserve it. Maybe she should've come in to face you man to man.
Person1: Well, she probably had a deadline...
Person2: Sure, but -- she could still have gotten your side for the record!
Person1: Well, it's done now -- what's the use of grousing about it. Forget the letter, Amy, I just had to blow off some steam...",2,"The underlying intent of the speaker (Person1) is to express frustration and possibly a sense of injustice, but ultimately to vent and move on from the issue, rather than to actually resolve or address the problem.",9,Brandishing Anger
541,"Person1: But
Person2: After that, I swore I'd never do anything just because ""everyone else"" was doing it.  And I haven't since. Except for Bogey's party, and my stunning gastro-intestinal display --
Person1: Why didn't you tell me?
Person2: I wanted to let you make up your own mind about him.
Person1: No. you didn't!  If you really thought I could make my own decisions, you would've let me go out with him instead of helping Daddy hold me hostage.",0,"The underlying intent of Person2 is to appear independent and non-conformist, while actually seeking to control and influence Person1's decisions and relationships.",6,Playing the Servant Role
542,"Person1: Ssssh.  Brad's probably asleep by now. Do you want him to see you like this?
Person2: Like this - like how?  It's your fault. You're to blame.  I was saving myself.
Person1: Well, I'm sure you're not spent yet.",0,"The underlying intent of the speaker (Person1) appears to be to manipulate or guilt-trip Person2 into hiding their current state, likely to avoid Brad's judgment or reaction, while also subtly implying that Person2 is still capable of further physical or emotional involvement.",6,Playing the Servant Role
543,"Person1: I have this thing where I have to know a person is being honest with me before, you know, I can feel completely free to be myself.
Person2: We're strangers in the night. The last thing we want is honesty.
Person1: What do we want?
Person2: Mystery. Deception.
Person1: Deception isn't something I personally consider sexy.
Person2: What's sexy?
Person1: Knowing who a person is. Down deep.
Person2: Even if the truth about a person is sad or depressing or shocking?
Person1: You won't even tell me your name. What's shocking about a name?",0,"The underlying intent of the speaker (Person1) is to express a desire for genuine, deep connections with others, where they feel comfortable being themselves, and to contrast this with the superficiality and mystery that Person2 seems to prefer.",5,Playing the Victim Role
544,"Person1: Boy Ranger! The answer to a prayer. Manna from heaven! Didn't know the time of day--!
Person2: Will you please tell me exactly what he's done?
Person1: Yes! He's about to blow the whole machine to smithereens--and you with it, Mr. Governor!
Person2: Me! Jim--how--?
Person1: You couldn't understand! Listen, Ten Thumbs, I'll be on my way to Washington in half an hour. Whatever happens, I'm all ready for this Ranger of yours. Never mind how. You'll get your instructions from Ken Allen here. It isn't anything you have to do. I wouldn't trust you to lick a stamp. Allen'll do it himself. You just use your high office to help him get it done. Understand?
Person2: Y-yes, Jim.
Person1: I doubt it! Come on, Ken.",0,"The speaker, Jim, intends to manipulate the Governor into using his authority to facilitate a plan that will likely harm or destroy the Boy Ranger, while pretending to be concerned for the Governor's safety.",6,Playing the Servant Role
545,"Person1: No thanks.
Person2: No thanks. what does that mean?
Person1: I don't want to go.
Person2: Go where?
Person1: On a ride.
Person2: A ride?. Hell, that's a good idea. okay, let's go. Hey, let's go.",0,"The underlying intent of Person1 is to decline an invitation to go on a ride, but Person2 misinterprets this as a suggestion, leading to a change in Person2's tone from confusion to enthusiasm.",5,Playing the Victim Role
546,"Person1: A job with Graff.
Person2: Is that what I said?
Person1: He'd give me a job.
Person2: He would take you on.  Yes.",0,"The underlying intent of the speaker (Person1) appears to be seeking reassurance or confirmation that Person2 has influence or connections with Graff, and is willing to help them secure a job.",11,Persuasion or Seduction
547,"Person1: Babe, what happened here?  Look at you.
Person2: Good evening, Vincent.
Person1: What, Vincent?  This is me, doll.  I know you.  What did you think you were doing?  Running to the cops.  Hiding out. No, no.  You're sorry now, aren't you?
Person2: I am sorry for all my sins.  And yours.",10,"The underlying intent of the speaker (Person1) appears to be manipulation and guilt-tripping, as they attempt to use their relationship and Vincent's apparent guilt to control his actions and behavior.",7,Shaming or Belittlement
548,"Person1: Hello?
Person2: You little sleaze bag!
Person1: ...Ma???
Person2: Don't you ever ask me for another thing in my life again, you've killed your poor mother with your own hands!",0,"The underlying intent of the speaker (Person2) appears to be expressing intense anger, hurt, and possibly a sense of betrayal, likely due to a past event or situation involving Person1's actions that led to their mother's death.",9,Brandishing Anger
549,"Person1: You all went out for dinner last night and didn't even think to invite me?
Person2: We thought you were busy with your project, Sam.
Person1: That's not the point. I constantly feel left out of group plans.
Person2: We genuinely didn't mean to exclude you.
Person1: Nobody cares about me. Maybe I'm just not meant to be a part of this group.
Person2: That's not true, Sam. We value you. We just need to be more considerate in the future.",0,"The underlying intent of the speaker (Person1) is to express feelings of hurt, exclusion, and insecurity, stemming from a perceived lack of consideration and inclusion in social plans by their group of friends.",5,Playing the Victim Role
550,"Person1: Have you any idea what the message is?
Person2: If it's so important, why don't you just tell me?
Person1: I couldn't tell you that.  It would ruin the game.  Not that you're playing it very well.
Person2: You like to brag, don't you?",0,"The underlying intent of the speaker (Person1) appears to be to maintain control and secrecy over the information, while also subtly belittling Person2's abilities and engaging in a form of psychological one-upmanship.",7,Shaming or Belittlement
551,"Person1: According to my sources, the world will end on February 14, in the year 2016.
Person2: Valentine's Day.  That's got to be a bummer. Where did you get that date, Elaine?
Person1: I received this information from an alien.  I was at the Paramus Holiday Inn, I was having a drink in the bar when he approached me and started talking.  Then he must have used some sort of ray or a mind control device because he made me follow him to his room and that's where he told me about the end of the world.
Person2: Your alien had a room in the Holiday Inn?
Person1: It may have been a room on the spacecraft made up to look like a room in the Holiday Inn.  I can't be sure, Peter.
Person2: No, you can't, and I think that's the whole problem with aliens; you just can't trust them. You may get some nice ones occasionally like Starman or E.T., but most of them turn out to be some kind of lizard.  Anyway, we're just about out of time.  Next week on 'World of the Psychic,' hairless pets.  Until then, this is Peter Venkman saying ...  ... Good night.",7,"The underlying intent of the speaker, Elaine, is to mock and satirize the idea of psychic claims and alien encounters, using a humorous and absurd scenario to poke fun at the notion of paranormal experiences.",6,Playing the Servant Role
552,"Person1: Why didn't you come to me with your concerns? I heard you were talking to others about it.
Person2: I just needed some perspective, that's all.
Person1: I always put you first, unlike others. I thought we had a stronger bond.
Person2: We do, but sometimes it's hard to approach someone directly.
Person1: Just remember who's always been there for you when things get tough. Communication is key.",10,"The underlying intent of Person1 is to express hurt and perceived betrayal, implying that Person2's decision to seek perspective from others rather than them is a sign of a lack of trust and a weaker bond between them.",7,Shaming or Belittlement
553,"Person1: No.
Person2: No? Not even one more?
Person1: I never do more than one. I'm sorry.
Person2: I can't talk you into it?
Person1: No. You'll have to get somebody else.
Person2: Now who the hell is going to do that for me?
Person1: I'm sure a substantial number of men in this town would volunteer.
Person2: But I want you to do it, I want somebody who will ask the right questions and everything, somebody I can play to and feel safe because you can't do anything.
Person1: Ouch. Okay, I deserved that. Cynthia, don't you understand? After the first time it's just not spontaneous. There's no edge anymore. Look at the tapes, there is only one date on each label. I have never taped anyone twice.
Person2: So make an exception.
Person1: No.
Person2: How about if you record over the one we already made? You could have the same date and not use another tape. Who would know?
Person1: I would.
Person2: Well, what the hell am I supposed to do?
Person1: Cynthia, I don't know.
Person2: I can't believe you're doing this after I let you tape me.
Person1: I'm sorry. I can't do it.
Person2: Goddamit, give me my tape, then.
Person1: No.",0,"The underlying intent of the speaker (Person1) is to maintain their boundaries and resist the pressure from Person2 to compromise their values and recording practices, which implies a level of intimacy and trust.",6,Playing the Servant Role
554,"Person1: Eve, I don't mean to be rude, and please excuse me Cliff, but Eve, isn't Cliff just a butt with hair?
Person2: What?!
Person1: I'm sorry, and legs. Legs, butt and hair.  Well, isn't he?  And shallow, as well?
Person2: Shallow? I'm shallow?!",7,"The underlying intent of the speaker (Person1) is to make a humorous, lighthearted comment about Cliff's physical appearance, likely to tease or poke fun at him in a playful manner.",6,Playing the Servant Role
555,"Person1: That's okay. It doesn't make you a bad person.
Person2: Yes it does.
Person1: No, it doesn't. I'm happy you're being honest with me.
Person2: I can't win with you.
Person1: It's not about winning. You know what your problem is? You take yourself way too seriously.
Person2: I do not.
Person1: Lighten up.
Person2: I am lighten. Can we drop this?
Person1: Fine.",10,"The underlying intent of the speaker (Person1) appears to be to gently confront and tease Person2 about their perceived seriousness and inability to take a lighthearted approach to a conversation, rather than genuinely trying to resolve the issue or have a meaningful discussion.",7,Shaming or Belittlement
